index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
8152,F,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23398,365243,1,0,0,0,,2.0,-30.0,2.0
8153,F,N,N,0,103500.0,Pensioner,Higher education,Married,House / apartment,-21701,365243,1,0,1,0,,2.0,-28.0,0.0
8154,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21026,365243,1,0,0,0,,2.0,-43.0,0.0
8155,F,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-12662,-1382,1,1,0,0,Medicine staff,2.0,-6.0,2.0
8156,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11920,-2967,1,0,0,0,Realty agents,3.0,-53.0,2.0
8157,M,N,Y,1,292500.0,Working,Higher education,Married,House / apartment,-14878,-6685,1,0,0,0,Managers,3.0,-39.0,2.0
8158,F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,-16686,-599,1,0,0,0,Cleaning staff,2.0,-40.0,2.0
8159,F,N,Y,2,60750.0,Commercial associate,Higher education,Married,House / apartment,-10687,-1981,1,1,1,0,Core staff,4.0,-1.0,1.0
8160,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0,-27.0,2.0
8161,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12912,-1844,1,0,0,0,,4.0,-25.0,2.0
8162,M,N,N,0,157500.0,Working,Higher education,Single / not married,Municipal apartment,-9373,-779,1,1,0,0,Laborers,1.0,-7.0,1.0
8163,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18103,-3840,1,0,0,0,Laborers,2.0,-5.0,2.0
8164,F,N,Y,1,117000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-10278,-1619,1,0,0,0,,3.0,-11.0,2.0
8165,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17579,-1904,1,1,0,0,Laborers,1.0,-28.0,2.0
8166,M,N,N,0,225000.0,Working,Secondary / secondary special,Widow,Municipal apartment,-19406,-346,1,0,0,0,Security staff,1.0,-56.0,1.0
8167,F,N,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15552,-5587,1,1,1,0,Laborers,2.0,-39.0,1.0
8168,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20504,365243,1,0,1,0,,2.0,-19.0,2.0
8169,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17375,-3759,1,0,0,0,,2.0,-38.0,2.0
8170,F,N,N,0,450000.0,Working,Higher education,Married,House / apartment,-11082,-3361,1,0,0,0,Sales staff,2.0,-13.0,2.0
8171,F,N,N,1,99000.0,Commercial associate,Secondary / secondary special,Married,With parents,-9538,-827,1,0,0,0,Medicine staff,3.0,-44.0,0.0
8172,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-21271,-14473,1,0,0,1,High skill tech staff,3.0,-48.0,2.0
8173,M,N,Y,0,157500.0,Commercial associate,Academic degree,Married,House / apartment,-21453,-1854,1,0,1,0,Managers,2.0,-47.0,2.0
8174,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10572,-137,1,0,0,0,,2.0,-13.0,1.0
8175,F,N,N,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,-18868,-10993,1,1,0,0,,2.0,-45.0,2.0
8176,F,N,N,0,128542.5,Commercial associate,Higher education,Single / not married,Rented apartment,-9351,-370,1,1,0,1,Sales staff,1.0,-26.0,2.0
8177,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13299,-1628,1,0,0,0,Laborers,2.0,-8.0,2.0
8178,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2.0,-50.0,1.0
8179,M,Y,N,2,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17241,-4291,1,1,1,0,Sales staff,4.0,-6.0,2.0
8180,F,N,Y,1,54000.0,Working,Secondary / secondary special,Married,House / apartment,-15581,-187,1,0,0,0,,3.0,-6.0,2.0
8181,M,Y,Y,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,1,0,0,0,Managers,2.0,-35.0,2.0
8182,F,N,Y,0,328500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20940,365243,1,0,0,0,,2.0,-26.0,0.0
8183,M,Y,Y,1,193500.0,Working,Secondary / secondary special,Married,House / apartment,-10439,-2250,1,1,0,0,Core staff,3.0,-40.0,2.0
8184,F,N,Y,2,225000.0,Working,Higher education,Married,House / apartment,-10029,-2705,1,0,0,0,,4.0,-31.0,2.0
8185,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21819,365243,1,0,0,0,,2.0,-23.0,2.0
8186,M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12383,-2017,1,1,1,0,Drivers,1.0,-23.0,2.0
8187,M,Y,Y,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,-11647,-2905,1,1,1,0,Laborers,4.0,-57.0,2.0
8188,M,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-12316,-291,1,0,0,0,Laborers,2.0,-25.0,2.0
8189,M,N,N,0,337500.0,Working,Higher education,Married,House / apartment,-17004,-4574,1,0,0,1,Managers,2.0,-28.0,2.0
8190,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,2.0,-1.0,1.0
8191,F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17384,-1138,1,0,0,0,Cooking staff,4.0,-38.0,2.0
8192,F,Y,N,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-12826,-5099,1,1,1,0,,2.0,-22.0,2.0
8193,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007,-1569,1,1,1,0,Sales staff,2.0,-52.0,2.0
8194,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13605,-1329,1,0,0,0,Core staff,2.0,-14.0,1.0
8195,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24216,365243,1,0,0,0,,1.0,-47.0,2.0
8196,M,Y,Y,1,189000.0,Working,Incomplete higher,Married,House / apartment,-15287,-2501,1,0,1,0,,3.0,-41.0,2.0
8197,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17571,-1508,1,1,0,0,Laborers,3.0,-39.0,1.0
8198,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22788,365243,1,0,0,0,,2.0,-8.0,2.0
8199,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-18596,-7566,1,0,0,0,Managers,2.0,-20.0,1.0
8200,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-12765,-741,1,0,0,1,Managers,2.0,-28.0,2.0
8201,F,Y,N,3,540000.0,Working,Higher education,Married,House / apartment,-13234,-1753,1,0,0,0,Laborers,5.0,-28.0,1.0
8202,F,N,Y,0,94500.0,Pensioner,Lower secondary,Married,House / apartment,-21868,365243,1,0,0,0,,2.0,-4.0,1.0
8203,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-12269,-196,1,0,1,0,Medicine staff,2.0,-53.0,1.0
8204,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23570,365243,1,0,0,0,,1.0,-55.0,2.0
8205,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23419,365243,1,0,0,0,,1.0,-43.0,0.0
8206,M,N,Y,0,315000.0,Working,Incomplete higher,Married,House / apartment,-13326,-2588,1,1,0,0,Laborers,2.0,-3.0,1.0
8207,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-18132,-1039,1,0,1,0,Laborers,2.0,-35.0,2.0
8208,F,N,Y,0,270000.0,Pensioner,Higher education,Single / not married,House / apartment,-21299,365243,1,0,1,0,,1.0,-45.0,1.0
8209,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11524,-2554,1,0,0,0,Sales staff,3.0,-1.0,1.0
8210,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16032,-1221,1,0,0,0,Drivers,4.0,-3.0,0.0
8211,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12157,-1493,1,0,0,0,Core staff,1.0,-12.0,2.0
8212,M,N,Y,0,253800.0,Commercial associate,Higher education,Married,House / apartment,-20660,-3029,1,0,1,0,Managers,2.0,-21.0,2.0
8213,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10866,-636,1,0,0,0,Drivers,1.0,-25.0,1.0
8214,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,1,0,0,0,,2.0,-50.0,1.0
8215,F,Y,N,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15063,-1193,1,0,0,0,Laborers,2.0,-37.0,2.0
8216,F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20669,-13102,1,1,0,0,Medicine staff,1.0,-19.0,0.0
8217,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21819,365243,1,0,0,0,,2.0,-17.0,2.0
8218,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-8319,-689,1,1,0,0,,2.0,-10.0,2.0
8219,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17926,-399,1,0,0,0,Cooking staff,2.0,-38.0,2.0
8220,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,3.0,-6.0,0.0
8221,F,Y,N,1,387000.0,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,3.0,-22.0,0.0
8222,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23570,365243,1,0,0,0,,1.0,-6.0,2.0
8223,F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,-22131,365243,1,0,0,0,,2.0,-10.0,2.0
8224,M,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988,-566,1,1,1,0,Laborers,4.0,-34.0,2.0
8225,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2.0,-1.0,0.0
8226,M,N,N,2,112500.0,Working,Secondary / secondary special,Married,Rented apartment,-14378,-1215,1,1,0,0,Laborers,4.0,-34.0,1.0
8227,F,N,Y,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17621,-1891,1,0,0,0,Laborers,2.0,-49.0,2.0
8228,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-17249,-1661,1,1,1,0,,2.0,-18.0,2.0
8229,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,1,0,0,0,Managers,3.0,-5.0,2.0
8230,M,Y,N,0,67500.0,Pensioner,Lower secondary,Married,House / apartment,-24500,365243,1,0,0,0,,2.0,-45.0,1.0
8231,F,N,Y,1,58500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9662,-1072,1,1,1,0,Core staff,3.0,-8.0,2.0
8232,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23419,365243,1,0,0,0,,1.0,-41.0,0.0
8233,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1.0,-6.0,2.0
8234,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-18473,-2531,1,0,1,0,Cooking staff,1.0,-21.0,2.0
8235,M,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,-19087,-4434,1,0,1,0,Managers,2.0,-48.0,2.0
8236,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,,1.0,-11.0,1.0
8237,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,,1.0,-16.0,2.0
8238,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17401,-1144,1,0,1,0,,2.0,-26.0,2.0
8239,M,Y,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,1,0,0,0,Managers,3.0,-44.0,2.0
8240,M,Y,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-14869,-229,1,0,0,1,,4.0,-30.0,2.0
8241,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,-15.0,2.0
8242,M,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-21572,-2170,1,0,0,0,Secretaries,2.0,-35.0,2.0
8243,F,Y,N,1,225000.0,Commercial associate,Higher education,Civil marriage,With parents,-9932,-668,1,0,1,1,Accountants,3.0,-12.0,2.0
8244,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-18213,-1151,1,1,0,0,Managers,2.0,-14.0,2.0
8245,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15562,-7824,1,0,1,0,Laborers,2.0,-2.0,1.0
8246,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,2.0,-16.0,2.0
8247,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17040,-1222,1,1,0,0,Sales staff,1.0,-22.0,2.0
8248,M,Y,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10634,-102,1,0,0,0,IT staff,4.0,-5.0,0.0
8249,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20801,365243,1,0,0,0,,2.0,-14.0,2.0
8250,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11468,-4448,1,0,0,0,Laborers,4.0,-21.0,2.0
8251,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,1.0,-38.0,2.0
8252,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22921,365243,1,0,0,0,,2.0,-23.0,2.0
8253,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18768,-2420,1,0,0,0,Sales staff,2.0,-43.0,1.0
8254,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17300,-1235,1,0,0,0,Drivers,2.0,-32.0,2.0
8255,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20752,365243,1,0,0,0,,1.0,-28.0,0.0
8256,M,N,N,1,225000.0,Working,Higher education,Separated,Office apartment,-13057,-1051,1,0,0,0,,2.0,-39.0,1.0
8257,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9100,-1133,1,0,0,0,Managers,1.0,-24.0,1.0
8258,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-8900,-673,1,0,1,1,Core staff,3.0,-4.0,2.0
8259,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-13445,-2728,1,0,1,0,Laborers,1.0,-3.0,1.0
8260,F,N,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1.0,-21.0,2.0
8261,F,N,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-22311,365243,1,0,0,0,,2.0,-2.0,1.0
8262,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11044,-2531,1,0,0,0,,2.0,-51.0,0.0
8263,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,-10990,-2174,1,0,0,0,Core staff,4.0,-9.0,2.0
8264,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19973,-5311,1,0,0,0,Sales staff,2.0,-27.0,2.0
8265,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-14504,-2518,1,0,0,0,Accountants,3.0,-27.0,2.0
8266,M,Y,N,1,202500.0,Working,Secondary / secondary special,Married,With parents,-11942,-3638,1,0,1,0,Sales staff,3.0,-5.0,1.0
8267,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,-31.0,2.0
8268,F,N,N,0,450000.0,Working,Higher education,Separated,House / apartment,-19046,-1002,1,0,1,0,Core staff,1.0,-56.0,1.0
8269,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10186,-2315,1,0,0,0,Medicine staff,4.0,-21.0,2.0
8270,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,With parents,-10022,-608,1,1,0,1,,2.0,-1.0,0.0
8271,M,Y,N,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11726,-3594,1,0,0,0,,3.0,-21.0,2.0
8272,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-13011,-1953,1,0,0,0,Sales staff,3.0,-1.0,1.0
8273,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21832,365243,1,0,1,0,,2.0,-37.0,2.0
8274,M,Y,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9342,-615,1,0,0,0,Laborers,4.0,-49.0,2.0
8275,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,-13058,-3329,1,0,1,0,,3.0,-31.0,2.0
8276,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18575,-4113,1,0,0,0,Accountants,2.0,-51.0,1.0
8277,F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-21016,-14018,1,0,0,0,Medicine staff,2.0,-20.0,2.0
8278,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21700,365243,1,0,0,0,,2.0,-45.0,2.0
8279,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11822,-4246,1,0,0,0,,2.0,-49.0,2.0
8280,M,N,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,-10957,-1634,1,0,0,0,Low-skill Laborers,2.0,-27.0,2.0
8281,M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15565,-4004,1,1,1,0,,2.0,-35.0,2.0
8282,M,Y,Y,1,198000.0,Working,Secondary / secondary special,Married,House / apartment,-15427,-3307,1,1,1,0,Drivers,3.0,-12.0,2.0
8283,M,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-24204,-2462,1,0,0,0,Private service staff,2.0,-29.0,1.0
8284,F,N,N,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23429,365243,1,0,0,0,,2.0,-9.0,0.0
8285,M,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16835,-5109,1,0,0,0,Laborers,2.0,-56.0,2.0
8286,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22034,365243,1,0,0,0,,2.0,-58.0,2.0
8287,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21676,365243,1,0,0,0,,2.0,-56.0,2.0
8288,F,Y,Y,1,216000.0,Working,Higher education,Married,House / apartment,-10138,-1359,1,0,1,0,Sales staff,3.0,-9.0,2.0
8289,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13639,-430,1,0,0,0,Laborers,4.0,-36.0,2.0
8290,M,Y,N,0,184500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18013,-1215,1,0,0,0,Laborers,2.0,-37.0,2.0
8291,M,N,Y,1,270000.0,State servant,Higher education,Married,House / apartment,-11082,-376,1,0,0,0,Core staff,3.0,-34.0,2.0
8292,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20198,365243,1,0,0,0,,2.0,-3.0,1.0
8293,M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-11648,-4275,1,1,1,0,Core staff,2.0,-48.0,2.0
8294,F,Y,Y,0,45000.0,Pensioner,Higher education,Married,House / apartment,-22420,365243,1,0,1,0,,2.0,-38.0,2.0
8295,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-14098,-2257,1,0,0,0,Core staff,2.0,-42.0,1.0
8296,F,Y,Y,0,279000.0,Commercial associate,Higher education,Single / not married,Office apartment,-10039,-2851,1,0,0,1,Managers,1.0,-18.0,2.0
8297,F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-19309,-2435,1,0,1,0,,2.0,-15.0,2.0
8298,F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-19610,-1649,1,1,1,0,,2.0,-31.0,2.0
8299,F,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-13549,-2877,1,0,1,0,Accountants,3.0,-36.0,2.0
8300,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,Sales staff,2.0,-59.0,2.0
8301,F,N,N,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10151,-1138,1,0,0,0,Laborers,3.0,-6.0,1.0
8302,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20362,365243,1,0,0,0,,2.0,-8.0,2.0
8303,F,Y,N,0,247500.0,State servant,Higher education,Single / not married,House / apartment,-16918,-4174,1,1,0,0,Managers,1.0,-29.0,2.0
8304,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,1,0,1,0,,2.0,-8.0,2.0
8305,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10253,-1462,1,0,0,0,Laborers,3.0,-2.0,1.0
8306,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20451,365243,1,0,0,0,,1.0,-28.0,1.0
8307,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15875,-2758,1,1,1,0,Core staff,2.0,-44.0,2.0
